player_id,player_name,position,sub_position,country_of_citizenship,qualified_seasons,first_qualified_season,last_qualified_season,qualified_season_labels,total_minutes,total_goals,total_assists,total_goal_contributions,average_goals_per_90,average_assists_per_90,average_goal_contributions_per_90,contributions_per_90_standard_deviation,minimum_contributions_per_90,maximum_contributions_per_90,sustained_position_rank,sustained_overall_rank,sustained_performance_profile
258923,Marcus Rashford,Attack,Left Winger,England,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10752,45,25,70,0.363,0.202,0.565,0.138,0.395,0.685,116,131,High consistency
240306,Bruno Fernandes,Midfield,Attacking Midfield,Portugal,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",15690,54,44,98,0.311,0.253,0.564,0.162,0.434,0.839,16,132,Moderate sustained performance
144028,Leandro Trossard,Attack,Left Winger,Belgium,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11881,41,30,71,0.337,0.225,0.562,0.218,0.344,0.837,117,133,Moderate sustained performance
145866,Munas Dabbur,Attack,Centre-Forward,Israel,3,2020,2022,"2020-21, 2021-22, 2022-23",3245,13,7,20,0.382,0.178,0.561,0.206,0.361,0.773,118,134,Moderate sustained performance
607223,Rayan Cherki,Midfield,Attacking Midfield,France,3,2022,2024,"2022-23, 2023-24, 2024-25",5637,13,23,36,0.199,0.362,0.561,0.244,0.367,0.835,17,135,Moderate sustained performance
531949,Ignatius Ganago,Attack,Centre-Forward,Cameroon,3,2020,2022,"2020-21, 2021-22, 2022-23",3899,17,7,24,0.403,0.155,0.559,0.118,0.457,0.688,119,136,High consistency
191891,Arkadiusz Milik,Attack,Centre-Forward,Poland,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",5265,27,5,32,0.468,0.088,0.556,0.135,0.418,0.735,120,137,High consistency
569389,Sofiane Diop,Attack,Left Winger,Morocco,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",6337,21,15,36,0.31,0.245,0.555,0.265,0.354,0.941,121,138,Moderate sustained performance
333647,Jonathan Burkardt,Attack,Centre-Forward,Germany,4,2020,2024,"2020-21, 2021-22, 2023-24, 2024-25",7675,39,10,49,0.434,0.12,0.553,0.261,0.262,0.889,122,139,Moderate sustained performance
626913,Boulaye Dia,Attack,Centre-Forward,Senegal,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10077,48,15,63,0.407,0.145,0.552,0.192,0.315,0.784,123,140,Moderate sustained performance
532826,Mason Greenwood,Attack,Right Winger,England,4,2020,2024,"2020-21, 2021-22, 2023-24, 2024-25",8590,41,15,56,0.41,0.141,0.55,0.209,0.423,0.862,124,141,Moderate sustained performance
378710,Richarlison,Attack,Centre-Forward,Brazil,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7898,29,16,45,0.332,0.218,0.55,0.254,0.313,0.905,125,142,Moderate sustained performance
340205,Gorka Guruzeta,Attack,Centre-Forward,Spain,3,2022,2024,"2022-23, 2023-24, 2024-25",5504,27,8,35,0.428,0.121,0.549,0.186,0.44,0.763,126,143,Moderate sustained performance
205938,Mario Pašalić,Midfield,Central Midfield,Croatia,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8920,33,21,54,0.344,0.205,0.549,0.235,0.32,0.896,18,144,Moderate sustained performance
170527,Timo Werner,Attack,Centre-Forward,Germany,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",6860,23,20,43,0.314,0.234,0.548,0.132,0.35,0.622,127,145,High consistency
314678,Brahim Díaz,Attack,Right Winger,Morocco,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",7980,25,23,48,0.288,0.259,0.547,0.223,0.289,0.87,128,146,Moderate sustained performance
229006,Franck Honorat,Attack,Right Winger,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11737,32,36,68,0.241,0.304,0.545,0.156,0.389,0.804,129,147,Moderate sustained performance
387626,Leon Bailey,Attack,Right Winger,Jamaica,4,2020,2024,"2020-21, 2022-23, 2023-24, 2024-25",7348,24,24,48,0.268,0.277,0.545,0.289,0.236,0.824,130,148,Moderate sustained performance
251664,Ivan Toney,Attack,Centre-Forward,England,3,2021,2023,"2021-22, 2022-23, 2023-24",7312,36,11,47,0.409,0.134,0.543,0.18,0.373,0.731,131,149,Moderate sustained performance
316889,Hirving Lozano,Attack,Left Winger,Mexico,3,2020,2022,"2020-21, 2021-22, 2022-23",5205,19,13,32,0.316,0.228,0.543,0.184,0.335,0.685,132,150,Moderate sustained performance
351478,Mikel Oyarzabal,Attack,Centre-Forward,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9743,42,18,60,0.384,0.155,0.539,0.134,0.37,0.704,133,151,High consistency
571020,Oihan Sancet,Midfield,Attacking Midfield,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8633,37,14,51,0.383,0.155,0.539,0.221,0.349,0.886,19,152,Moderate sustained performance
81999,Joselu,Attack,Centre-Forward,Spain,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",10827,51,12,63,0.437,0.1,0.537,0.094,0.415,0.645,134,153,High consistency
486031,Nico González,Attack,Left Winger,Argentina,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8327,34,14,48,0.392,0.144,0.537,0.196,0.255,0.77,135,154,Moderate sustained performance
496857,Edon Zhegrova,Attack,Right Winger,Kosovo,3,2022,2024,"2022-23, 2023-24, 2024-25",4340,13,12,25,0.285,0.251,0.536,0.127,0.457,0.683,136,155,High consistency
655488,Gabriel Martinelli,Attack,Left Winger,Brazil,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",9000,35,19,54,0.337,0.196,0.534,0.093,0.444,0.642,137,156,High consistency
486624,Musa Barrow,Attack,Left Winger,The Gambia,3,2020,2022,"2020-21, 2021-22, 2022-23",7050,17,25,42,0.211,0.322,0.533,0.027,0.503,0.552,138,157,High consistency
309400,Kai Havertz,Attack,Centre-Forward,Germany,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10425,41,20,61,0.351,0.183,0.533,0.152,0.279,0.682,139,158,Moderate sustained performance
207877,Ruslan Malinovskyi,Midfield,Central Midfield,Ukraine,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",6810,20,21,41,0.264,0.267,0.53,0.328,0.253,0.956,20,159,Moderate sustained performance
266359,Benjamin Bourigeaud,Midfield,Central Midfield,France,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",11297,33,34,67,0.264,0.264,0.527,0.119,0.387,0.672,21,160,High consistency
470607,Brennan Johnson,Attack,Right Winger,Wales,3,2022,2024,"2022-23, 2023-24, 2024-25",7453,24,18,42,0.297,0.228,0.526,0.168,0.337,0.661,140,161,Moderate sustained performance
538964,Thijs Dallinga,Attack,Centre-Forward,Netherlands,3,2022,2024,"2022-23, 2023-24, 2024-25",6027,29,7,36,0.398,0.127,0.525,0.074,0.472,0.609,141,162,High consistency
108725,Chris Wood,Attack,Centre-Forward,New Zealand,4,2020,2024,"2020-21, 2021-22, 2023-24, 2024-25",10244,51,7,58,0.465,0.06,0.525,0.263,0.166,0.747,142,163,Moderate sustained performance
581678,Jude Bellingham,Midfield,Attacking Midfield,England,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12006,40,31,71,0.296,0.228,0.524,0.295,0.212,0.968,22,164,Moderate sustained performance
343052,Nicolas Pépé,Attack,Right Winger,Cote d'Ivoire,3,2020,2024,"2020-21, 2022-23, 2024-25",4637,19,8,27,0.364,0.159,0.522,0.102,0.412,0.614,143,165,High consistency
152963,Florian Niederlechner,Attack,Centre-Forward,Germany,3,2020,2022,"2020-21, 2021-22, 2022-23",4593,15,10,25,0.305,0.217,0.521,0.237,0.318,0.782,144,166,Moderate sustained performance
84765,Francesco Caputo,Attack,Centre-Forward,Italy,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",8753,31,19,50,0.33,0.191,0.521,0.352,0.212,1.006,145,167,Moderate sustained performance
126414,Hakan Çalhanoğlu,Midfield,Defensive Midfield,Türkiye,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12046,32,38,70,0.237,0.283,0.52,0.137,0.341,0.719,23,168,High consistency
500689,Evann Guessand,Attack,Right Winger,Cote d'Ivoire,3,2022,2024,"2022-23, 2023-24, 2024-25",5372,21,13,34,0.328,0.192,0.52,0.193,0.358,0.734,146,169,Moderate sustained performance
256361,Daniele Verde,Attack,Right Winger,Italy,3,2020,2022,"2020-21, 2021-22, 2022-23",3931,17,7,24,0.397,0.123,0.52,0.215,0.271,0.644,147,170,Moderate sustained performance
548111,Álex Baena,Attack,Left Winger,Spain,3,2022,2024,"2022-23, 2023-24, 2024-25",7152,15,27,42,0.196,0.323,0.519,0.09,0.417,0.587,148,171,High consistency
405885,Giacomo Raspadori,Attack,Second Striker,Italy,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",7594,29,15,44,0.347,0.172,0.519,0.108,0.38,0.661,149,172,High consistency
131505,Rodrigo,Attack,Centre-Forward,Spain,3,2020,2022,"2020-21, 2021-22, 2022-23",5501,26,4,30,0.443,0.075,0.518,0.208,0.278,0.648,150,173,Moderate sustained performance
227081,Joaquín Correa,Attack,Second Striker,Argentina,3,2020,2022,"2020-21, 2021-22, 2022-23",3915,17,6,23,0.394,0.123,0.517,0.123,0.38,0.616,151,174,High consistency
914562,Désiré Doué,Attack,Right Winger,France,3,2022,2024,"2022-23, 2023-24, 2024-25",4469,13,14,27,0.259,0.258,0.516,0.203,0.323,0.727,152,175,Moderate sustained performance
429983,Jørgen Strand Larsen,Attack,Centre-Forward,Norway,3,2022,2024,"2022-23, 2023-24, 2024-25",7200,31,11,42,0.367,0.147,0.514,0.101,0.421,0.622,153,176,High consistency
387106,Lovro Majer,Midfield,Attacking Midfield,Croatia,3,2021,2023,"2021-22, 2022-23, 2023-24",5639,13,19,32,0.204,0.309,0.513,0.148,0.422,0.684,24,177,High consistency
332798,Roland Sallai,Defender,Right-Back,Hungary,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",6088,16,18,34,0.224,0.289,0.513,0.209,0.243,0.753,1,178,Moderate sustained performance
225122,Gonçalo Guedes,Attack,Left Winger,Portugal,4,2020,2024,"2020-21, 2021-22, 2023-24, 2024-25",6835,21,18,39,0.261,0.249,0.51,0.071,0.431,0.588,154,179,High consistency
340324,Eddie Nketiah,Attack,Centre-Forward,England,3,2022,2024,"2022-23, 2023-24, 2024-25",3168,12,6,18,0.34,0.171,0.51,0.075,0.439,0.588,155,180,High consistency
104124,Michail Antonio,Attack,Centre-Forward,Jamaica,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",8512,31,18,49,0.329,0.18,0.51,0.132,0.392,0.681,156,181,High consistency
479999,Eberechi Eze,Midfield,Attacking Midfield,England,4,2020,2024,"2020-21, 2022-23, 2023-24, 2024-25",9877,33,22,55,0.309,0.2,0.508,0.127,0.351,0.653,25,182,High consistency
264372,Viktor Tsygankov,Attack,Right Winger,Ukraine,3,2022,2024,"2022-23, 2023-24, 2024-25",5482,13,18,31,0.208,0.3,0.508,0.165,0.328,0.653,157,183,Moderate sustained performance
435772,Charles De Ketelaere,Midfield,Attacking Midfield,Belgium,3,2022,2024,"2022-23, 2023-24, 2024-25",5223,17,17,34,0.248,0.26,0.508,0.376,0.082,0.793,26,184,Moderate sustained performance
391004,Jonas Wind,Attack,Centre-Forward,Denmark,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",7117,31,11,42,0.395,0.113,0.507,0.087,0.417,0.608,158,185,High consistency
486049,Jérémy Doku,Attack,Left Winger,Belgium,4,2020,2024,"2020-21, 2022-23, 2023-24, 2024-25",6822,15,21,36,0.222,0.285,0.507,0.228,0.194,0.739,159,186,Moderate sustained performance
451276,Dominik Szoboszlai,Midfield,Attacking Midfield,Hungary,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",8598,21,25,46,0.229,0.275,0.504,0.249,0.213,0.82,27,187,Moderate sustained performance
85393,Nicolas Viola,Midfield,Attacking Midfield,Italy,3,2020,2024,"2020-21, 2023-24, 2024-25",3510,13,6,19,0.341,0.161,0.501,0.208,0.282,0.697,28,188,Moderate sustained performance
284010,Robin Hack,Attack,Left Winger,Germany,3,2021,2024,"2021-22, 2023-24, 2024-25",4888,14,13,27,0.278,0.221,0.499,0.303,0.199,0.804,160,189,Moderate sustained performance
258889,Dominic Solanke,Attack,Centre-Forward,England,3,2022,2024,"2022-23, 2023-24, 2024-25",8412,34,13,47,0.356,0.141,0.497,0.094,0.407,0.594,161,190,High consistency
53622,İlkay Gündoğan,Midfield,Central Midfield,Germany,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11472,35,27,62,0.292,0.205,0.496,0.144,0.323,0.709,29,191,High consistency
401173,Jadon Sancho,Attack,Left Winger,England,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8467,22,26,48,0.227,0.268,0.495,0.221,0.284,0.869,162,192,Moderate sustained performance
626724,João Pedro,Attack,Centre-Forward,Brazil,3,2021,2024,"2021-22, 2023-24, 2024-25",5638,22,10,32,0.341,0.154,0.495,0.26,0.22,0.737,163,193,Moderate sustained performance
67063,Danny Welbeck,Attack,Centre-Forward,England,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8705,33,15,48,0.339,0.155,0.494,0.106,0.317,0.594,164,194,High consistency
533295,Patrick Wimmer,Attack,Right Winger,Austria,3,2021,2024,"2021-22, 2022-23, 2024-25",5513,10,20,30,0.166,0.327,0.494,0.148,0.354,0.649,165,195,High consistency
128220,Luis Alberto,Midfield,Attacking Midfield,Spain,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",9767,25,28,53,0.228,0.264,0.492,0.096,0.375,0.61,30,196,High consistency
251106,Enes Ünal,Attack,Centre-Forward,Türkiye,3,2020,2022,"2020-21, 2021-22, 2022-23",7120,34,6,40,0.402,0.086,0.488,0.071,0.409,0.544,166,197,High consistency
394300,Davide Frattesi,Midfield,Central Midfield,Italy,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",7919,22,10,32,0.323,0.165,0.488,0.345,0.218,0.963,31,198,Moderate sustained performance
324811,Arnaud Nordin,Attack,Right Winger,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8576,27,19,46,0.29,0.198,0.487,0.142,0.361,0.719,167,199,High consistency
140776,Yannick Carrasco,Attack,Left Winger,Belgium,3,2020,2022,"2020-21, 2021-22, 2022-23",7112,19,19,38,0.242,0.245,0.487,0.149,0.386,0.658,168,200,High consistency
538977,Georginio Rutter,Attack,Centre-Forward,France,3,2021,2024,"2021-22, 2022-23, 2024-25",4546,15,10,25,0.287,0.199,0.486,0.167,0.353,0.673,169,201,Moderate sustained performance
484547,Jeremie Frimpong,Defender,Right-Back,Netherlands,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",9372,23,28,51,0.215,0.271,0.486,0.172,0.306,0.715,2,202,Moderate sustained performance
568157,Yéremy Pino,Attack,Right Winger,Spain,3,2021,2024,"2021-22, 2022-23, 2024-25",6099,14,18,32,0.217,0.267,0.484,0.104,0.365,0.554,170,203,High consistency
184892,Florian Thauvin,Attack,Right Winger,France,3,2020,2024,"2020-21, 2023-24, 2024-25",6437,21,14,35,0.296,0.185,0.482,0.055,0.42,0.524,171,204,High consistency
330659,Justin Kluivert,Midfield,Attacking Midfield,Netherlands,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",7619,29,13,42,0.337,0.145,0.481,0.141,0.372,0.688,32,205,High consistency
424784,Luis Suárez,Attack,Centre-Forward,Colombia,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7064,25,11,36,0.358,0.123,0.481,0.172,0.296,0.661,172,206,Moderate sustained performance
199527,Jacob Murphy,Attack,Right Winger,England,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",7899,18,26,44,0.198,0.283,0.481,0.265,0.185,0.756,173,207,Moderate sustained performance
346483,Mason Mount,Midfield,Attacking Midfield,England,3,2020,2022,"2020-21, 2021-22, 2022-23",6913,20,18,38,0.256,0.226,0.481,0.28,0.272,0.799,33,208,Moderate sustained performance
358166,Eldor Shomurodov,Attack,Centre-Forward,Uzbekistan,4,2020,2024,"2020-21, 2022-23, 2023-24, 2024-25",4625,16,9,25,0.286,0.193,0.479,0.203,0.195,0.659,174,209,Moderate sustained performance
199258,Andrea Petagna,Attack,Centre-Forward,Italy,3,2020,2023,"2020-21, 2022-23, 2023-24",3619,9,11,20,0.228,0.25,0.478,0.26,0.181,0.66,175,210,Moderate sustained performance
203460,Jack Grealish,Attack,Left Winger,England,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7165,17,23,40,0.219,0.258,0.477,0.203,0.282,0.741,176,211,Moderate sustained performance
583189,Anthony Elanga,Attack,Right Winger,Sweden,3,2021,2024,"2021-22, 2023-24, 2024-25",6158,13,22,35,0.183,0.292,0.475,0.161,0.297,0.61,177,212,Moderate sustained performance
522784,Taty Castellanos,Attack,Centre-Forward,Argentina,3,2022,2024,"2022-23, 2023-24, 2024-25",6692,27,9,36,0.346,0.128,0.474,0.094,0.376,0.564,178,213,High consistency
274862,Moses Simon,Attack,Left Winger,Nigeria,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11468,28,33,61,0.215,0.259,0.474,0.105,0.344,0.617,179,214,High consistency
165895,Matteo Politano,Attack,Right Winger,Italy,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9948,26,25,51,0.243,0.229,0.472,0.165,0.254,0.659,180,215,Moderate sustained performance
314398,Jae-sung Lee,Midfield,Attacking Midfield,"Korea, South",4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",8147,24,19,43,0.267,0.204,0.471,0.049,0.423,0.52,34,216,High consistency
504849,Kaoru Mitoma,Attack,Left Winger,Japan,3,2022,2024,"2022-23, 2023-24, 2024-25",6415,20,14,34,0.266,0.204,0.47,0.042,0.423,0.505,181,217,High consistency
290532,Saïd Benrahma,Attack,Left Winger,Algeria,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7036,18,19,37,0.213,0.256,0.469,0.078,0.391,0.577,182,218,High consistency
649016,El Bilal Touré,Attack,Left Winger,Mali,3,2020,2022,"2020-21, 2021-22, 2022-23",3800,13,7,20,0.301,0.168,0.469,0.116,0.364,0.594,183,219,High consistency
94529,Stephan El Shaarawy,Attack,Left Winger,Italy,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",5397,16,12,28,0.269,0.2,0.468,0.19,0.258,0.661,184,220,Moderate sustained performance
167727,Andrea Belotti,Attack,Centre-Forward,Italy,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7032,27,13,40,0.315,0.152,0.467,0.212,0.158,0.622,185,221,Moderate sustained performance
303259,Dodi Lukébakio,Attack,Right Winger,Belgium,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9550,34,15,49,0.309,0.157,0.466,0.068,0.377,0.561,186,222,High consistency
342226,Irvin Cardona,Attack,Right Winger,Malta,3,2020,2024,"2020-21, 2021-22, 2024-25",5003,18,8,26,0.318,0.148,0.466,0.073,0.407,0.547,187,223,High consistency
283994,Ludovic Ajorque,Attack,Centre-Forward,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11570,50,16,66,0.359,0.107,0.466,0.218,0.133,0.656,188,224,Moderate sustained performance
106270,Florian Kainz,Midfield,Attacking Midfield,Austria,3,2021,2023,"2021-22, 2022-23, 2023-24",6931,15,21,36,0.195,0.27,0.465,0.127,0.366,0.608,35,225,High consistency
462348,Mostafa Mohamed,Attack,Centre-Forward,Egypt,3,2022,2024,"2022-23, 2023-24, 2024-25",5197,21,6,27,0.363,0.1,0.464,0.042,0.433,0.512,189,226,High consistency
27389,Kévin Gameiro,Attack,Centre-Forward,France,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",6913,29,8,37,0.361,0.103,0.464,0.072,0.401,0.563,190,227,High consistency
127156,Téji Savanier,Midfield,Attacking Midfield,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12275,36,28,64,0.259,0.205,0.464,0.124,0.269,0.562,36,228,High consistency
283735,Mattia Zaccagni,Attack,Left Winger,Italy,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12151,35,28,63,0.259,0.204,0.463,0.077,0.365,0.55,191,229,High consistency
246968,Ayoze Pérez,Attack,Centre-Forward,Spain,4,2020,2024,"2020-21, 2022-23, 2023-24, 2024-25",7390,33,7,40,0.376,0.088,0.463,0.337,0.203,0.956,192,230,Moderate sustained performance
255508,Iñaki Williams,Attack,Right Winger,Ghana,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13540,42,27,69,0.276,0.184,0.46,0.031,0.41,0.489,193,231,High consistency
343463,Cyle Larin,Attack,Centre-Forward,Canada,3,2022,2024,"2022-23, 2023-24, 2024-25",5065,18,7,25,0.331,0.128,0.459,0.214,0.247,0.674,194,232,Moderate sustained performance
398073,Achraf Hakimi,Defender,Right-Back,Morocco,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11204,24,33,57,0.192,0.262,0.454,0.089,0.362,0.573,3,233,High consistency
188888,Sheraldo Becker,Attack,Left Winger,Suriname,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",7882,22,21,43,0.227,0.227,0.454,0.134,0.272,0.627,195,234,High consistency
610442,Rasmus Højlund,Attack,Centre-Forward,Denmark,3,2022,2024,"2022-23, 2023-24, 2024-25",6020,23,7,30,0.345,0.108,0.453,0.211,0.223,0.638,196,235,Moderate sustained performance
361254,Rafa Mir,Attack,Centre-Forward,Spain,3,2020,2022,"2020-21, 2021-22, 2022-23",5977,29,1,30,0.441,0.01,0.451,0.044,0.416,0.5,197,236,High consistency
25488,Antonio Candreva,Midfield,Right Midfield,Italy,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",11137,25,31,56,0.202,0.248,0.45,0.073,0.392,0.546,37,237,High consistency
431755,Dejan Kulusevski,Midfield,Attacking Midfield,Sweden,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11182,27,28,55,0.213,0.236,0.449,0.174,0.328,0.755,38,238,Moderate sustained performance
170986,Raphaël Guerreiro,Defender,Left-Back,Portugal,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9106,20,29,49,0.202,0.247,0.449,0.183,0.225,0.648,4,239,Moderate sustained performance
429014,Morgan Gibbs-White,Midfield,Attacking Midfield,England,3,2022,2024,"2022-23, 2023-24, 2024-25",9145,17,28,45,0.169,0.277,0.446,0.088,0.37,0.542,39,240,High consistency
737781,Jérémy Le Douaron,Attack,Centre-Forward,France,3,2021,2023,"2021-22, 2022-23, 2023-24",5144,19,7,26,0.322,0.124,0.446,0.15,0.277,0.563,198,241,High consistency
256267,Vedat Muriqi,Attack,Centre-Forward,Kosovo,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",8996,34,11,45,0.326,0.119,0.445,0.092,0.348,0.549,199,242,High consistency
161011,Filip Kostić,Midfield,Left Midfield,Serbia,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",9544,11,38,49,0.097,0.348,0.445,0.229,0.197,0.745,40,243,Moderate sustained performance
179635,Philipp Förster,Midfield,Attacking Midfield,Germany,3,2020,2022,"2020-21, 2021-22, 2022-23",3804,8,11,19,0.189,0.256,0.445,0.326,0.237,0.821,41,244,Moderate sustained performance
178459,Davie Selke,Attack,Centre-Forward,Germany,3,2021,2023,"2021-22, 2022-23, 2023-24",3420,16,1,17,0.418,0.026,0.444,0.095,0.361,0.547,200,245,High consistency
